From,To,Length(m),Azimuth(deg),Clino(deg)
162@alexandra_palace.clearwater_master,161@alexandra_palace.clearwater_master,10.00,157.00,-6.00
161@alexandra_palace.clearwater_master,160@alexandra_palace.clearwater_master,8.80,207.00,0.00
160@alexandra_palace.clearwater_master,159@alexandra_palace.clearwater_master,11.20,185.00,0.00
159@alexandra_palace.clearwater_master,158@alexandra_palace.clearwater_master,9.70,51.00,24.00
158@alexandra_palace.clearwater_master,157@alexandra_palace.clearwater_master,11.60,49.00,-12.00
157@alexandra_palace.clearwater_master,156@alexandra_palace.clearwater_master,12.70,161.00,-7.00
156@alexandra_palace.clearwater_master,155@alexandra_palace.clearwater_master,18.40,178.00,32.00
155@alexandra_palace.clearwater_master,154@alexandra_palace.clearwater_master,2.80,98.00,-15.00
154@alexandra_palace.clearwater_master,153@alexandra_palace.clearwater_master,2.60,90.00,-7.00
153@alexandra_palace.clearwater_master,152@alexandra_palace.clearwater_master,9.60,39.00,16.00
152@alexandra_palace.clearwater_master,151@alexandra_palace.clearwater_master,6.10,106.00,14.00
151@alexandra_palace.clearwater_master,150@alexandra_palace.clearwater_master,6.30,52.00,18.00
150@alexandra_palace.clearwater_master,39@alexandra_palace.clearwater_master,3.60,24.00,9.00
39@alexandra_palace.clearwater_master,38@alexandra_palace.clearwater_master,6.00,338.00,-1.00
38@alexandra_palace.clearwater_master,37@alexandra_palace.clearwater_master,7.20,1.00,-7.00
37@alexandra_palace.clearwater_master,35@alexandra_palace.clearwater_master,10.60,357.00,-33.00
35@alexandra_palace.clearwater_master,36@alexandra_palace.clearwater_master,11.20,278.00,-25.00
35@alexandra_palace.clearwater_master,34@alexandra_palace.clearwater_master,21.50,58.00,39.00
34@alexandra_palace.clearwater_master,33@alexandra_palace.clearwater_master,9.30,94.00,4.00
33@alexandra_palace.clearwater_master,32@alexandra_palace.clearwater_master,10.40,74.00,-10.00
32@alexandra_palace.clearwater_master,31@alexandra_palace.clearwater_master,18.00,98.00,1.00
31@alexandra_palace.clearwater_master,30@alexandra_palace.clearwater_master,15.50,117.00,17.00
30@alexandra_palace.clearwater_master,29@alexandra_palace.clearwater_master,16.00,167.00,-5.00
29@alexandra_palace.clearwater_master,28@alexandra_palace.clearwater_master,30.00,177.00,0.00
28@alexandra_palace.clearwater_master,27@alexandra_palace.clearwater_master,8.60,177.00,-10.00
27@alexandra_palace.clearwater_master,26@alexandra_palace.clearwater_master,10.00,223.00,-2.00
15@clearwater_5.clearwater_master,847@clearwater_5.clearwater_master,11.00,190.00,-6.00
847@clearwater_5.clearwater_master,846@clearwater_5.clearwater_master,7.00,212.00,-43.00
846@clearwater_5.clearwater_master,845@clearwater_5.clearwater_master,30.50,248.00,-30.00
845@clearwater_5.clearwater_master,844@clearwater_5.clearwater_master,27.00,36.00,0.00
844@clearwater_5.clearwater_master,843@clearwater_5.clearwater_master,30.50,37.00,0.00
843@clearwater_5.clearwater_master,842@clearwater_5.clearwater_master,30.50,3.00,0.00
842@clearwater_5.clearwater_master,841@clearwater_5.clearwater_master,30.00,358.00,0.00
841@clearwater_5.clearwater_master,840@clearwater_5.clearwater_master,30.50,16.00,0.00
840@clearwater_5.clearwater_master,839@clearwater_5.clearwater_master,31.00,16.00,0.00
839@clearwater_5.clearwater_master,838@clearwater_5.clearwater_master,30.50,336.00,0.00
838@clearwater_5.clearwater_master,837@clearwater_5.clearwater_master,29.50,3.00,0.00
837@clearwater_5.clearwater_master,836@clearwater_5.clearwater_master,17.80,43.00,0.00
836@clearwater_5.clearwater_master,835@clearwater_5.clearwater_master,30.00,13.00,0.00
835@clearwater_5.clearwater_master,834@clearwater_5.clearwater_master,30.50,38.00,0.00
834@clearwater_5.clearwater_master,833@clearwater_5.clearwater_master,23.10,14.00,0.00
833@clearwater_5.clearwater_master,832@clearwater_5.clearwater_master,30.50,17.00,0.00
832@clearwater_5.clearwater_master,831@clearwater_5.clearwater_master,11.30,41.00,0.00
831@clearwater_5.clearwater_master,830@clearwater_5.clearwater_master,9.20,6.00,0.00
830@clearwater_5.clearwater_master,829@clearwater_5.clearwater_master,30.50,11.00,0.00
829@clearwater_5.clearwater_master,828@clearwater_5.clearwater_master,30.50,17.00,0.00
828@clearwater_5.clearwater_master,827@clearwater_5.clearwater_master,17.00,37.00,0.00
827@clearwater_5.clearwater_master,826@clearwater_5.clearwater_master,30.50,25.00,0.00
826@clearwater_5.clearwater_master,825@clearwater_5.clearwater_master,30.50,11.00,0.00
825@clearwater_5.clearwater_master,824@clearwater_5.clearwater_master,7.90,358.00,0.00
824@clearwater_5.clearwater_master,823@clearwater_5.clearwater_master,31.00,40.00,0.00
823@clearwater_5.clearwater_master,822@clearwater_5.clearwater_master,30.50,59.00,0.00
822@clearwater_5.clearwater_master,821@clearwater_5.clearwater_master,30.50,22.00,0.00
821@clearwater_5.clearwater_master,820@clearwater_5.clearwater_master,30.50,8.00,0.00
820@clearwater_5.clearwater_master,819@clearwater_5.clearwater_master,28.00,6.00,0.00
819@clearwater_5.clearwater_master,818@clearwater_5.clearwater_master,25.90,22.00,0.00
818@clearwater_5.clearwater_master,817@clearwater_5.clearwater_master,30.50,23.00,0.00
817@clearwater_5.clearwater_master,816@clearwater_5.clearwater_master,30.50,20.00,0.00
816@clearwater_5.clearwater_master,815@clearwater_5.clearwater_master,29.40,13.00,0.00
815@clearwater_5.clearwater_master,814@clearwater_5.clearwater_master,29.10,22.00,0.00
814@clearwater_5.clearwater_master,813@clearwater_5.clearwater_master,20.70,18.00,0.00
813@clearwater_5.clearwater_master,812@clearwater_5.clearwater_master,30.50,357.00,0.00
812@clearwater_5.clearwater_master,811@clearwater_5.clearwater_master,30.50,11.00,0.00
811@clearwater_5.clearwater_master,810@clearwater_5.clearwater_master,27.60,12.00,0.00
810@clearwater_5.clearwater_master,809@clearwater_5.clearwater_master,30.50,4.00,6.00
809@clearwater_5.clearwater_master,808@clearwater_5.clearwater_master,30.50,17.00,-2.00
808@clearwater_5.clearwater_master,807@clearwater_5.clearwater_master,19.60,55.00,-6.00
807@clearwater_5.clearwater_master,806@clearwater_5.clearwater_master,24.80,313.00,10.00
806@clearwater_5.clearwater_master,805@clearwater_5.clearwater_master,17.40,260.00,28.00
805@clearwater_5.clearwater_master,804@clearwater_5.clearwater_master,6.50,210.00,-13.00
804@clearwater_5.clearwater_master,803@clearwater_5.clearwater_master,20.10,260.00,11.00
803@clearwater_5.clearwater_master,802@clearwater_5.clearwater_master,24.20,273.00,3.00
802@clearwater_5.clearwater_master,801@clearwater_5.clearwater_master,30.50,290.00,5.00
801@clearwater_5.clearwater_master,800@clearwater_5.clearwater_master,20.80,345.00,25.00
801@clearwater_5.clearwater_master,x@clearwater_5.clearwater_master,100.00,0.00,90.00
100@edwins_long_cut.clearwater_master,28@edwins_long_cut.clearwater_master,16.00,26.00,-5.00
28@edwins_long_cut.clearwater_master,27@edwins_long_cut.clearwater_master,8.00,5.00,-51.00
27@edwins_long_cut.clearwater_master,10@edwins_long_cut.clearwater_master,17.90,305.00,-40.00
10@edwins_long_cut.clearwater_master,11@edwins_long_cut.clearwater_master,31.00,257.00,-32.00
11@edwins_long_cut.clearwater_master,12@edwins_long_cut.clearwater_master,17.30,310.00,-35.00
12@edwins_long_cut.clearwater_master,13@edwins_long_cut.clearwater_master,14.60,9.00,-11.00
13@edwins_long_cut.clearwater_master,1@edwins_long_cut.clearwater_master,10.80,350.00,-25.00
1@edwins_long_cut.clearwater_master,26@edwins_long_cut.clearwater_master,5.70,176.00,29.00
26@edwins_long_cut.clearwater_master,25@edwins_long_cut.clearwater_master,7.90,239.00,-13.00
25@edwins_long_cut.clearwater_master,24@edwins_long_cut.clearwater_master,3.20,290.00,-22.00
24@edwins_long_cut.clearwater_master,23@edwins_long_cut.clearwater_master,3.80,167.00,-6.00
23@edwins_long_cut.clearwater_master,22@edwins_long_cut.clearwater_master,7.60,292.00,-15.00
22@edwins_long_cut.clearwater_master,21@edwins_long_cut.clearwater_master,9.50,172.00,-10.00
21@edwins_long_cut.clearwater_master,20@edwins_long_cut.clearwater_master,3.70,276.00,-23.00
20@edwins_long_cut.clearwater_master,19@edwins_long_cut.clearwater_master,13.90,304.00,-40.00
19@edwins_long_cut.clearwater_master,18a@edwins_long_cut.clearwater_master,7.70,305.00,-47.00
18a@edwins_long_cut.clearwater_master,18@edwins_long_cut.clearwater_master,4.50,298.00,-35.00
18@edwins_long_cut.clearwater_master,17@edwins_long_cut.clearwater_master,8.70,36.00,3.00
17@edwins_long_cut.clearwater_master,16@edwins_long_cut.clearwater_master,19.30,307.00,-38.00
16@edwins_long_cut.clearwater_master,15@edwins_long_cut.clearwater_master,24.60,321.00,-36.00
15@edwins_long_cut.clearwater_master,14@edwins_long_cut.clearwater_master,26.20,2.00,-13.00
14@edwins_long_cut.clearwater_master,59@edwins_long_cut.clearwater_master,6.20,270.00,43.00
59@edwins_long_cut.clearwater_master,58@edwins_long_cut.clearwater_master,12.70,293.00,-15.00
58@edwins_long_cut.clearwater_master,57@edwins_long_cut.clearwater_master,5.70,297.00,-25.00
57@edwins_long_cut.clearwater_master,38@edwins_long_cut.clearwater_master,5.30,306.00,-13.00
38@edwins_long_cut.clearwater_master,37@edwins_long_cut.clearwater_master,17.00,28.00,5.00
37@edwins_long_cut.clearwater_master,36@edwins_long_cut.clearwater_master,6.70,331.00,-29.00
36@edwins_long_cut.clearwater_master,35@edwins_long_cut.clearwater_master,17.20,4.00,20.00
35@edwins_long_cut.clearwater_master,33@edwins_long_cut.clearwater_master,12.30,8.00,5.50
33@edwins_long_cut.clearwater_master,32@edwins_long_cut.clearwater_master,15.30,10.00,-23.00
32@edwins_long_cut.clearwater_master,31@edwins_long_cut.clearwater_master,13.80,324.00,23.00
31@edwins_long_cut.clearwater_master,30@edwins_long_cut.clearwater_master,10.20,340.00,-47.00
30@edwins_long_cut.clearwater_master,29@edwins_long_cut.clearwater_master,13.50,333.00,-8.00
38@edwins_long_cut.clearwater_master,56@edwins_long_cut.clearwater_master,16.50,279.00,-8.00
56@edwins_long_cut.clearwater_master,55@edwins_long_cut.clearwater_master,28.50,276.00,35.00
55@edwins_long_cut.clearwater_master,54@edwins_long_cut.clearwater_master,13.30,258.00,0.00
54@edwins_long_cut.clearwater_master,53@edwins_long_cut.clearwater_master,6.10,316.00,14.00
53@edwins_long_cut.clearwater_master,52@edwins_long_cut.clearwater_master,4.30,300.00,-43.00
52@edwins_long_cut.clearwater_master,51@edwins_long_cut.clearwater_master,2.40,302.00,8.00
51@edwins_long_cut.clearwater_master,50@edwins_long_cut.clearwater_master,13.00,241.00,10.00
50@edwins_long_cut.clearwater_master,49@edwins_long_cut.clearwater_master,6.30,196.00,4.00
49@edwins_long_cut.clearwater_master,48@edwins_long_cut.clearwater_master,13.70,211.00,-36.00
48@edwins_long_cut.clearwater_master,47@edwins_long_cut.clearwater_master,14.30,197.00,-30.00
47@edwins_long_cut.clearwater_master,46@edwins_long_cut.clearwater_master,22.50,223.00,-21.00
46@edwins_long_cut.clearwater_master,45@edwins_long_cut.clearwater_master,16.90,248.00,27.00
45@edwins_long_cut.clearwater_master,44@edwins_long_cut.clearwater_master,6.00,313.00,46.00
44@edwins_long_cut.clearwater_master,43@edwins_long_cut.clearwater_master,3.20,236.00,28.00
43@edwins_long_cut.clearwater_master,42@edwins_long_cut.clearwater_master,10.60,288.00,36.00
42@edwins_long_cut.clearwater_master,41@edwins_long_cut.clearwater_master,11.00,246.00,15.00
41@edwins_long_cut.clearwater_master,40@edwins_long_cut.clearwater_master,6.50,270.00,25.00
40@edwins_long_cut.clearwater_master,39@edwins_long_cut.clearwater_master,13.80,305.00,31.00
33@edwins_long_cut.clearwater_master,34@edwins_long_cut.clearwater_master,10.00,76.00,40.00
1@edwins_long_cut.clearwater_master,2@edwins_long_cut.clearwater_master,18.50,45.00,14.00
2@edwins_long_cut.clearwater_master,3@edwins_long_cut.clearwater_master,26.20,80.00,23.00
3@edwins_long_cut.clearwater_master,4@edwins_long_cut.clearwater_master,20.00,50.00,26.00
4@edwins_long_cut.clearwater_master,5@edwins_long_cut.clearwater_master,12.90,40.00,4.50
5@edwins_long_cut.clearwater_master,6@edwins_long_cut.clearwater_master,27.70,167.00,25.00
3@edwins_long_cut.clearwater_master,7@edwins_long_cut.clearwater_master,21.50,185.00,18.00
7@edwins_long_cut.clearwater_master,8@edwins_long_cut.clearwater_master,13.50,157.00,30.00
8@edwins_long_cut.clearwater_master,9@edwins_long_cut.clearwater_master,10.20,180.00,35.00
9@edwins_long_cut.clearwater_master,10@edwins_long_cut.clearwater_master,5.30,207.00,-23.00
15@edwins_long_cut.clearwater_master,103@edwins_long_cut.clearwater_master,5.00,298.00,-38.00
103@edwins_long_cut.clearwater_master,102@edwins_long_cut.clearwater_master,11.40,338.00,-31.00
102@edwins_long_cut.clearwater_master,101@edwins_long_cut.clearwater_master,11.70,270.00,-55.00
101@edwins_long_cut.clearwater_master,mk100@edwins_long_cut.clearwater_master,9.60,0.00,17.00
14@edwins_long_cut.clearwater_master,110@edwins_long_cut.clearwater_master,7.00,342.00,-19.00
110@edwins_long_cut.clearwater_master,109@edwins_long_cut.clearwater_master,3.40,8.00,30.00
109@edwins_long_cut.clearwater_master,108@edwins_long_cut.clearwater_master,10.80,27.00,5.00
108@edwins_long_cut.clearwater_master,107@edwins_long_cut.clearwater_master,9.80,43.00,-2.00
107@edwins_long_cut.clearwater_master,106@edwins_long_cut.clearwater_master,11.50,34.00,-2.00
106@edwins_long_cut.clearwater_master,105@edwins_long_cut.clearwater_master,8.50,9.00,-23.00
105@edwins_long_cut.clearwater_master,104@edwins_long_cut.clearwater_master,13.70,294.00,-40.00
29@edwins_long_cut.clearwater_master,ta41@edwins_long_cut.clearwater_master,21.00,304.00,-59.00
ta41@edwins_long_cut.clearwater_master,ta40@edwins_long_cut.clearwater_master,22.20,296.00,-66.00
ta40@edwins_long_cut.clearwater_master,ta31@edwins_long_cut.clearwater_master,15.70,100.00,-9.00
ta31@edwins_long_cut.clearwater_master,ta30@edwins_long_cut.clearwater_master,28.10,78.00,22.00
ta30@edwins_long_cut.clearwater_master,c27@edwins_long_cut.clearwater_master,30.80,49.00,30.00
ta31@edwins_long_cut.clearwater_master,ta32@edwins_long_cut.clearwater_master,22.50,254.00,-40.00
ta32@edwins_long_cut.clearwater_master,ta33@edwins_long_cut.clearwater_master,26.40,252.00,9.00
ta33@edwins_long_cut.clearwater_master,ta34@edwins_long_cut.clearwater_master,8.90,264.00,-3.00
ta34@edwins_long_cut.clearwater_master,ta35@edwins_long_cut.clearwater_master,28.50,223.00,-29.00
ta35@edwins_long_cut.clearwater_master,ta36@edwins_long_cut.clearwater_master,10.20,220.00,-51.00
801@alans_clearwater_5.clearwater_master,c1@alans_clearwater_5.clearwater_master,15.90,105.00,-19.00
c1@alans_clearwater_5.clearwater_master,c2@alans_clearwater_5.clearwater_master,27.30,21.00,0.50
c2@alans_clearwater_5.clearwater_master,c3@alans_clearwater_5.clearwater_master,29.20,51.00,2.50
c3@alans_clearwater_5.clearwater_master,c4@alans_clearwater_5.clearwater_master,18.70,53.00,12.50
c4@alans_clearwater_5.clearwater_master,c5@alans_clearwater_5.clearwater_master,25.60,50.50,24.50
c5@alans_clearwater_5.clearwater_master,c6@alans_clearwater_5.clearwater_master,30.00,37.50,2.00
c6@alans_clearwater_5.clearwater_master,c7@alans_clearwater_5.clearwater_master,24.30,352.50,-6.50
c7@alans_clearwater_5.clearwater_master,c8@alans_clearwater_5.clearwater_master,30.00,1.50,-4.50
c8@alans_clearwater_5.clearwater_master,c9@alans_clearwater_5.clearwater_master,26.70,23.00,-7.50
c9@alans_clearwater_5.clearwater_master,c10@alans_clearwater_5.clearwater_master,30.00,24.50,-12.00
c10@alans_clearwater_5.clearwater_master,c11@alans_clearwater_5.clearwater_master,30.00,57.50,5.50
c11@alans_clearwater_5.clearwater_master,c12@alans_clearwater_5.clearwater_master,7.10,1.50,-2.50
c12@alans_clearwater_5.clearwater_master,c13@alans_clearwater_5.clearwater_master,26.80,332.50,-6.00
c13@alans_clearwater_5.clearwater_master,c14@alans_clearwater_5.clearwater_master,30.00,21.00,0.50
c14@alans_clearwater_5.clearwater_master,c15@alans_clearwater_5.clearwater_master,30.00,13.50,0.00
c15@alans_clearwater_5.clearwater_master,c16@alans_clearwater_5.clearwater_master,30.00,1.50,0.50
c16@alans_clearwater_5.clearwater_master,c17@alans_clearwater_5.clearwater_master,25.90,349.50,-1.00
